date,open,high,low,close,volume,amount,pctChg
2026-01-05,0.831,0.84,0.821,0.833,1135274038,942259962.586,1.0922
2026-01-06,0.835,0.868,0.833,0.865,1554613957,1332817022.725,3.8415
2026-01-07,0.865,0.87,0.856,0.861,1341661943,1160471699.824,-0.4624
2026-01-08,0.857,0.86,0.844,0.852,1285702028,1095853529.461,-1.0453
2026-01-09,0.848,0.859,0.846,0.854,1236549029,1054273681.048,0.2347
2026-01-12,0.858,0.86,0.842,0.846,1451714537,1229499404.793,-0.9368
2026-01-13,0.845,0.86,0.844,0.851,1296484224,1105983663.331,0.591
2026-01-14,0.852,0.865,0.844,0.856,1610228712,1380398089.984,0.5875
2026-01-15,0.848,0.876,0.846,0.865,1418467010,1229841408.816,1.0514
2026-01-16,0.868,0.877,0.856,0.859,1197394540,1034949001.906,-0.6936
2026-01-19,0.855,0.888,0.854,0.887,2167871100,1907625391.502,3.2596
2026-01-20,0.891,0.902,0.876,0.9,2397961174,2138683044.702,1.4656
2026-01-21,0.9,0.91,0.888,0.906,1810454220,1634980279.417,0.6667
2026-01-22,0.908,0.922,0.904,0.918,2358885424,2155467267.815,1.3245
2026-01-23,0.923,0.93,0.916,0.926,1978259027,1826816234.266,0.8715
2026-01-26,0.928,0.939,0.919,0.923,2596064106,2410419388.473,-0.324
2026-01-27,0.92,0.932,0.902,0.912,2075947609,1896388656.422,-1.1918
2026-01-28,0.912,0.943,0.91,0.934,2480576443,2308324732.679,2.4123
2026-01-29,0.938,0.945,0.922,0.926,2761771220,2570772502.537,-0.8565
2026-01-30,0.916,0.934,0.885,0.918,2464095646,2240850870.092,-0.8639
2026-02-02,0.897,0.904,0.854,0.854,3386702034,2967619641.748,-6.9717
2026-02-03,0.867,0.89,0.863,0.889,2373826463,2079835614.576,4.0984
2026-02-04,0.891,0.894,0.877,0.89,1355289442,1201170527.099,0.1125
2026-02-05,0.885,0.894,0.865,0.871,1810254093,1587559288.7,-2.1348
2026-02-06,0.855,0.904,0.855,0.894,2786966060,2481092104.69,2.6406
2026-02-09,0.903,0.91,0.896,0.906,1575348040,1422193414.54,1.3423
2026-02-10,0.906,0.907,0.892,0.905,1285169842,1156466408.9,-0.1104
2026-02-11,0.901,0.933,0.9,0.924,1614629691,1490893731.681,2.0994
2026-02-12,0.92,0.932,0.919,0.925,1289583279,1193005921.779,0.1082
2026-02-13,0.917,0.922,0.906,0.907,1292155683,1179846754.248,-1.9459
2026-02-24,0.922,0.94,0.917,0.939,1507571686,1403736588.558,3.5281
2026-02-25,0.941,0.97,0.94,0.954,3522656380,3360146520.031,1.5974
2026-02-26,0.96,0.969,0.949,0.956,1583862234,1515179986.284,0.2096
2026-02-27,0.948,0.971,0.947,0.962,1397606424,1341667748.315,0.6276
2026-03-02,0.979,0.981,0.955,0.981,2712613198,2634966176.351,1.9751
2026-03-03,0.983,0.987,0.945,0.949,2627172227,2521777691.087,-3.262
2026-03-04,0.93,0.951,0.929,0.932,2021741661,1893782756.334,-1.7914
2026-03-05,0.946,0.947,0.929,0.943,1362192040,1279542845.513,1.1803
2026-03-06,0.937,0.967,0.928,0.961,1801670953,1713637170.478,1.9088
2026-03-09,0.98,0.98,0.934,0.946,2419179821,2301545584.034,-1.5609
2026-03-10,0.931,0.95,0.931,0.94,1538505335,1444000053.389,-0.6342
2026-03-11,0.936,0.965,0.931,0.963,2069938309,1965672758.19,2.4468
2026-03-12,0.97,0.975,0.952,0.961,1691332939,1629710447.728,-0.2077
2026-03-13,0.959,0.985,0.955,0.957,1851754379,1792759009.557,-0.4162
2026-03-16,0.957,0.964,0.918,0.925,3292633637,3060725284.208,-3.3438
2026-03-17,0.92,0.934,0.9,0.9,2326068804,2126163784.32,-2.7027
2026-03-18,0.901,0.905,0.883,0.898,1985814904,1774961533.19,-0.2222
